las_county;las_numb;residency;grid;name;sex;age;residence yrs;birth_inf;birth_mot;birth_fat;school;comment
ANTRIM;9;Ballymoney;C9426;J.B.;m;51;16;Ballymoney;Ballymoney;Coleraine, Co. Londonderry;;
ANTRIM;10;Loughguile;D0726;T.M.;m;57;30;Belfast;same;same;;
ANTRIM;11;Crushybracken (Sch.) Rasharkin;D9913;M.C.F.;f;37;9;Carclinty;Craigs;Carclinty;;
ANTRIM;12;Clogh Mills;D0617;J.M.;m;64;12;Clogh Mills;Clough;Clogh Mills;;
ANTRIM;13;Crooknahaya;D1615;A.O.;m;22;20;Crooknahaya;Glenravel;Martinstown;;
ANTRIM;14;Portglenone;C9703;A.K.W.;m;51;38;Belfast;Co. Antrim;Co.  Down;;
ANTRIM;15;Tullaghgarley;D0800;R.B.N.;m;55;32;Tullaghgarley;Glarryford;Tullaghgarley;;
ANTRIM;16a;Ballymena;D1003;T.P.M.;m;–;–;Ballymena;Co. Down;Ballymena;;
ANTRIM;16b;Broughshane (Sch.);D1506;A.L.H.;f;60;22;Rasharkin;same;same;;
ANTRIM;16c;Omerbane;D1219;J.W.C.;m;22;20;Ballymena;Clogh Mills;Ballymena;;
ANTRIM;17;Glenwhirry;D2200;J.C.;f;29;24;Ball ymena;Glarryford;Ballymoney;;
ANTRIM;18;Broughshane;D1506;G.G.;f;58;50;Ballymena;Galgorm;nr. Randalstown;;
ANTRIM;19;Buckna;D2006;C.B.;m;21;21;Buckna, Broughshane;Co. Tyrone;Buckna, Broughshane;;
ANTRIM;20;Camalbanagh;D2607;I.W.;f;31;13;Ballygarvey;Glasgow, Lanarkshire;Galashiels, Selkirkshire ;;
ANTRIM;21;Aughagash (Sch.);D2808;M.A.C.;f;–;35;Moneymore, Co. Londonderry;Moneymore, Co. Londonderry;Draperstown, Co. Londonderry;;
ANTRIM;22;Deerpark East;D3109;M.D.;m;40;14;Portglenone;Lame;Portglenone;;
ANTRIM;23;Kilwaughter;D3500;J.C.;m;54;35;Enniskillen, Co. Fermanagh;Lame;Carrickfergus;;
ANTRIM;24;Lame;D4003;H.T.B.;m;–;–;–;–;–;;
ANTRIM;25;Lame;D4003;M.M.G.;f;61;56;Lame;Magheramorne;Braid district;;
ANTRIM;26;Kells;J1497;P.L.E.H.;f;23;18;Kells;Dublin, Eire;Kells;;
ANTRIM;27;Ballykeel, lslandmagee;J4796;–.H.;f;59;59;Ballykeel, lslandmagee;Belfast;lslandmagee;;
ANTRIM;28;lslandmagee;J4895;W.A.;f;–;13;Belfast;Portrush, Co. Londonderry;Larne;;
ANTRIM;29;Ballymather, Muckamore;J2281;J.R.F.;f;22;5;Belfast;same;same;;
ANTRIM;30;Carnmoney;J3283;J.E.D.;f;88;–;–;Carnmoney;Carnmoney;;
ANTRIM;31;Woodburn (Sch.) Carrickfergus;J3888;S.F.;m;43;10;Co. Antrim;same;same;;
ANTRIM;32;Nutt's Corner;J1977;W.E.R.;m;17;16;Ballysculty;Kilgreel;Ballyrobin;;
ANTRIM;33;Browndod Doagh;J2391;–.C.;m;–;–;–;–;–;;
ANTRIM;34;Lisburn;J2665;L.N.B.;m;–;–;–;–;–;;
ANTRIM;35;Toome;H9990;T.H.E.;m;36;25;Creagh;Uddingston, nr. Glasgow, Lanarkshire;Creagh;;
LONDONDERRY;1;Ballyleighery;C6832;W.H.A.B.;m;36;24;Belfast, Co_ Antrim;Rasharkin, Co. Antrim;Bellarena;;
LONDONDERRY;1A;Bellarena;C6630;S.M.;f;–;50;–;–;–;;
LONDONDERRY;1B;Limavady;C6723;L.D.;m;–;55;–;–;–;;
LONDONDERRY;2;Ringsend;C8021;M.F.K.;f;25;22;Ringsend;Ringsend;Co. Donegal, Eire;;
LONDONDERRY;3;Aghadowey;C8721;M.E.;f;39;39;Aghadowey;nr. Maghera;Co. Clare, Eire;;
LONDONDERRY;3A;Park;C5902;M.C.M .;f;–;23;Park;same;same;;
LONDONDERRY;4;Feeny;C6205;M.S.N.;f;15;14;Feeny;Claudy;Feeny;;
LONDONDERRY;5;Dungiven;C6809;A.V.B.;m;49;22;Liverpool, Lanes.;Cumberland;Norfolk;;
LONDONDERRY;6;Benady Glen;C7207;S.M.;m;22;18;Dungiven;same;same;;
LONDONDERRY;7;Corick;H7790;B.B.;f;23;20;Corick;same;same;;
FERMANAGH;1;Kesh;H1465;J.S.;f;74;68;Clonelly;Kesh;Omagh, Co. Tyrone;;
FERMANAGH;2;Cooneen;H4547;R.M.;m;49;3;nr. Fivemiletown;Clogher Valley, Co. Tyrone;nr. Enniskillen;;
FERMANAGH;3;Garrison;G9452;J.J.G.;m;23;20;Garrison;same;same;;
FERMANAGH;4;lrvinestown;H2358;J.J.M.;m;41;14;Kinine, Co. Tyrone;Co. Tyrone;Co. Tyrone;;
FERMANAGH;5;Ballinamallard;H2652;w.c.;m;61;23;Ballinamallard;Kilbrea, Co. Londonderry;Newtownstewart, Co. Tyrone;;
FERMANAGH;6;Cashel;G9650;M.B.;f;43;20;Kiltyclogher, Co. Leitrim, Eire;same;same;;
FERMANAGH;7a;Enniskillen;H2344;T.L.;f;22;19½;Enniskillen;same;same;;
FERMANAGH;7b;Enniskillen;H2344;V.G.C.;m;20;18;Enniskillen;Enniskillen;Pettigo;;
FERMANAGH;8;Cooneen;H4547;J.M.;m;62;38;Monaghan, Eire;Co. Meath, Eire;Monaghan, Eire;;
FERMANAGH;9;Mackan;H2134;K.G.;f;21;19;Enniskillen;Enniskillen;Liverpool, Lanes;;
FERMANAGH;10;Wattle Bridge;H4220;S.H.;m;–;70;–;–;–;;
ARMAGH;1;The Birches;H9360;–.K.;f;–;–;–;–;–;;
ARMAGH;2;Portadown;J0255;D.J.H.;m;69;2;Drumcree, West Meath, Eire;Annaghmore;Drumcree, West Meath, Eire;;
ARMAGH;3;Lurgan;J0758;P.M.;m;23;20;Lurgan;same;same;;
ARMAGH;4;Mount Norris;H9934;E.R.F .;f;44;22;Moy, Co. Tyrone;Clentyclay, Co. Tyrone;Moy, Co. Tyrone;;
ARMAGH;5;Poyntzpass;J0639;M. and S.S.;f;–;–;–;–;–;;
ARMAGH;6a;Jerrettspass;J0636;R.B.W.;m;43;;Jerrettspass;Ballymena, Co. Antrim;Jerrettspass;;
ARMAGH;6b;Newtownhamilton;H9227;R.B.W.;m;70;35;Dublin, Eire;;Dublin, Eire;;
DONEGAL;1;Greencastle;C6642;F.W.;f;19;16;Greencastle;same;same;;
DONEGAL;1A;Carrickart;C1236;–.M.;m;–;50;–;–;–;;
DONEGAL;2;Bunbeg;B7724;J.W.;m;42;7;Donaghadee, Co. Down;Belfast;Clintnagoolan, Co. Down;;
DONEGAL;3;Gweedore;B8222;C.G.;m;57;25;Gweedore;same;same;;
DONEGAL;4;Inch Isle;C3223;E.M.;f;21;18;Londonderry;Inch;Inch;;
DONEGAL;5;Muff;C4826;J.T.;m;48;21;Ture;Muff;Ture;;
DONEGAL;5A;Carrigans;C3612;T.B.;m;39;38;Cloon, Carrigans;same;same;;
DONEGAL;6;Newmills;C1209;J.C.O.;m;60;31;Termon;same;same;;
DONEGAL;7;Galdonagh;C2309;J.R.;f;18;16;Galdonagh;Raphoe;St Johnston;;
DONEGAL;7A;Drumoghill;C2610;L.H.;m;–;32;Drumoghill;same;same;;
DONEGAL;8;Ballybofey;H1495;B.M.;f;–;14;Ballyconley;Killybegs;Letterkenny district;;
DONEGAL;9;Stranorlar;H1696;L.M.;f;–;17;–;–;–;;
DONEGAL;10a;Lifford;H3297;L.P.K.;m;70;70;Co. Donegal;same;same;;
DONEGAL;10b;Lifford;H3297;I.S.;f;–;29;Co. Tyrone;Cootehill, Co. Cavan, Eire;Portadown, Co. Armagh;;
DONEGAL;11;Ballindrait;H3000;A.L.;m;82;80;Ballindrait;nr. Raphoe;Scotland;;
DONEGAL;12;Carrick;H1387;J.C.;m;68;68;Carrick;same;same;;
